model,image_name,mosz1,mosz2,mosz3,prompt
Unidiffuser,059-2.png,2.143022811,2.283383637,2.33491431,"""Downtown Shanghai at sunrise. detailed ink wash."""
Lafite,053-2.png,2.202510946,2.155613552,2.200499645,"""A spaceship made of cardboard."""
DALLE,093-3.png,2.641441573,2.72552423,2.583518591,"""a closet without clothes"""
DALLE,085-2.png,2.566081776,2.547051282,2.567669302,"""a close-up of an old-fashioned cocktail"""
Controlnet,058-1.png,3.010036743,3.036291196,2.897727074,"""a painting of a white country home with a wrap-around porch"""
stable-diffusion,053-3.png,2.296317542,2.187559048,2.402121667,"""A spaceship made of cardboard."""
Controlnet,052-3.png,2.914930432,2.608689058,2.804493139,"""a cartoon of a train going to the moon"""
Lafite,065-2.png,1.961841858,1.722919065,1.95470349,"""Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."""
stable-diffusion,090-3.png,2.722233462,2.299268416,2.142037764,"""A bird gives an apple to a squirrel"""
Lafite,089-1.png,1.818575121,2.28698438,2.350258556,"""an aerial view of the Great Wall"""
Controlnet,055-4.png,2.467924382,2.369170458,2.506753739,"""a painting of the food of china"""
stable-diffusion,067-2.png,2.427590628,2.578094517,2.204378991,"""a yellow wall with 'Hello, world.' written on it"""
Lafite,044-2.png,2.21870472,1.845944052,1.83736117,"""an orange wearing a cowboy hat"""
Glide,023-3.png,1.999163301,2.188922975,1.986417934,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
stable-diffusion,087-2.png,2.094528584,2.1833066,2.609305215,"""an aerial view of a dining room"""
stable-diffusion,042-2.png,2.166995492,2.292194653,2.098563456,"""A bicycle on top of a boat"""
stable-diffusion,046-1.png,2.381227704,2.310778972,2.276426755,"""a drawing of a series of musical notes wrapped around the Earth"""
Controlnet,023-2.png,2.756688416,2.356513889,2.271347185,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
Controlnet,035-2.png,3.039124769,2.991396029,2.728481639,"""a bloody mary cocktail next to a napkin"""
Glide,086-4.png,2.093474492,2.17763064,2.135668162,"""A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration."""
Glide,058-1.png,2.129165827,2.225356332,2.242245479,"""a painting of a white country home with a wrap-around porch"""
Glide,088-2.png,1.680715034,1.790363438,2.132990105,"""an aerial photo of a sandy island in the ocean"""
stable-diffusion,064-1.png,2.754575594,2.381179777,2.850991456,"""the word 'APPLE' on an apple"""
DALLE,077-2.png,2.885006275,2.987650911,3.199589377,"""two pianos next to each other"""
Unidiffuser,086-3.png,2.972346501,2.82236697,2.49296802,"""A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration."""
DALLE,088-4.png,2.628333971,2.706445792,2.663274586,"""an aerial photo of a sandy island in the ocean"""
Glide,058-4.png,1.88396105,2.232542536,2.327972631,"""a painting of a white country home with a wrap-around porch"""
Unidiffuser,042-3.png,2.972738524,2.806211889,2.763207753,"""A bicycle on top of a boat"""
Glide,097-3.png,2.084401046,2.570724797,2.791788959,"""a kitchen without a refrigerator"""
Controlnet,076-4.png,2.645579238,2.555565489,2.16433935,"""three small yellow boxes"""
stable-diffusion,070-2.png,2.260096223,2.005535454,2.043444076,"""Four cats surrounding a dog"""
Unidiffuser,077-3.png,2.600336066,2.232392838,2.069412043,"""two pianos next to each other"""
Unidiffuser,053-1.png,1.768806973,1.955932955,2.065755861,"""A spaceship made of cardboard."""
DALLE,066-3.png,3.075917464,2.975602281,2.825348321,"""the word 'START'"""
Unidiffuser,054-4.png,2.503023858,2.629023877,2.460803173,"""A photo of a lotus flower made of water. """
stable-diffusion,098-1.png,2.944583043,2.620648112,2.58012272,"""a street without vehicles"""
stable-diffusion,049-3.png,2.608864997,2.426073025,2.603459837,"""an elephant walking on the Great Wall"""
Lafite,035-2.png,1.878620824,1.848931669,1.881139665,"""a bloody mary cocktail next to a napkin"""
Lafite,077-4.png,2.201825057,2.11560365,2.365435457,"""two pianos next to each other"""
stable-diffusion,099-1.png,3.29593838,3.340662526,2.782794504,"""An aerial view of Ha Long Bay without any boats"""
Controlnet,021-1.png,2.451614568,2.17276229,2.027249917,"""a grandmother reading a book to her grandson and granddaughter"""
DALLE,016-2.png,2.666538544,2.710191121,2.521602007,"""A heart made of chocolate"""
DALLE,009-1.png,2.802274504,2.82190345,2.772732542,"""a photo of san francisco's golden gate bridge"""
Controlnet,041-3.png,2.704352327,2.91191114,3.031209709,"""A photo of an astronaut riding a horse in the forest."""
Controlnet,007-4.png,3.138607396,2.841131521,3.18404342,"""a kitchen"""
Unidiffuser,028-4.png,3.065941409,2.923485705,2.984542329,"""Snow mountain and tree reflection in the lake"""
stable-diffusion,096-1.png,3.254047659,3.315520794,3.142574811,"""We painted the wall with cracks."""
Glide,007-2.png,1.930938339,2.361375226,2.310040367,"""a kitchen"""
Controlnet,017-3.png,3.018999193,2.873071231,2.868651066,"""a coffee table with a magazine on it"""
Glide,044-3.png,1.861830098,1.806171445,1.877307473,"""an orange wearing a cowboy hat"""
stable-diffusion,036-3.png,2.543897285,2.539814648,2.778209763,"""a kids' book cover with an illustration of white dog driving a red pickup truck"""
Lafite,099-2.png,2.230603465,2.594531149,2.47550371,"""An aerial view of Ha Long Bay without any boats"""
Unidiffuser,013-4.png,2.78621906,2.588324902,2.212533858,"""a teddy bear on a skateboard"""
stable-diffusion,088-4.png,3.117118559,3.256503393,2.835023133,"""an aerial photo of a sandy island in the ocean"""
DALLE,021-3.png,2.898856266,2.981221266,3.100356585,"""a grandmother reading a book to her grandson and granddaughter"""
Unidiffuser,090-2.png,1.87351626,1.870326392,2.026269502,"""A bird gives an apple to a squirrel"""
stable-diffusion,027-4.png,3.309212128,3.084456565,3.359141593,"""A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table"""
DALLE,013-2.png,2.919670623,3.147341782,2.981374205,"""a teddy bear on a skateboard"""
Lafite,015-3.png,2.068216111,1.952555588,2.27797565,"""A bowl of Chicken Pho"""
stable-diffusion,049-1.png,3.203232007,2.692264206,2.977385927,"""an elephant walking on the Great Wall"""
DALLE,049-2.png,2.864442413,2.434315952,2.326757403,"""an elephant walking on the Great Wall"""
Lafite,023-4.png,1.977775001,2.039669357,2.174338993,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
DALLE,039-1.png,2.886968384,2.664759754,2.98609271,"""a teddy bear on a skateboard in times square"""
Lafite,063-3.png,1.785254873,1.910153206,1.824595166,"""A sign that says Deep Learning"""
DALLE,024-4.png,2.705845285,2.871943384,2.720410838,"""a tree reflected in the sunroof of a blue car"""
Controlnet,072-1.png,3.17738244,2.875353145,2.608715727,"""two motorcycles facing each other"""
stable-diffusion,015-3.png,2.899266767,2.898212516,2.676817645,"""A bowl of Chicken Pho"""
Lafite,096-4.png,2.112921713,2.23014605,2.305383886,"""We painted the wall with cracks."""
Glide,002-3.png,2.082159965,2.403793757,2.916958325,"""a boat"""
DALLE,021-1.png,3.03791274,2.705866433,2.654769295,"""a grandmother reading a book to her grandson and granddaughter"""
DALLE,064-1.png,2.588632898,2.721605721,2.418218975,"""the word 'APPLE' on an apple"""
DALLE,087-4.png,2.891138358,2.8743352,3.287398503,"""an aerial view of a dining room"""
Lafite,011-2.png,2.421488465,2.155891831,2.774307027,"""a woman with long hair"""
DALLE,031-2.png,2.672673759,2.440033497,2.646791326,"""a library filled with kids reading books"""
DALLE,036-1.png,2.852895995,2.337442988,2.396310767,"""a kids' book cover with an illustration of white dog driving a red pickup truck"""
stable-diffusion,052-2.png,2.413160585,2.325730214,2.366559769,"""a cartoon of a train going to the moon"""
Unidiffuser,017-1.png,2.785465871,2.820860397,2.82024378,"""a coffee table with a magazine on it"""
Glide,036-4.png,2.348584842,2.467451963,2.367847211,"""a kids' book cover with an illustration of white dog driving a red pickup truck"""
Unidiffuser,094-3.png,2.097126467,2.073949995,1.944508082,"""a banana without its peel"""
Unidiffuser,086-2.png,2.396648867,2.254951582,2.176026861,"""A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration."""
DALLE,011-2.png,3.00054622,3.166786481,3.039239534,"""a woman with long hair"""
Controlnet,035-4.png,2.817167947,2.880810391,2.759497866,"""a bloody mary cocktail next to a napkin"""
Glide,018-3.png,2.399487064,2.773610082,3.160834331,"""Sunset over the sea"""
Glide,074-1.png,2.112447147,2.467204026,2.610853326,"""ten red apples"""
Unidiffuser,027-3.png,2.767022462,2.59690665,2.53202512,"""A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table"""
Lafite,078-2.png,2.120055619,2.277542977,2.199847984,"""a tennis court with three yellow cones on it"""
Controlnet,046-2.png,2.882004122,2.805961034,2.684311785,"""a drawing of a series of musical notes wrapped around the Earth"""
Controlnet,088-3.png,3.011021386,3.018801641,2.760094101,"""an aerial photo of a sandy island in the ocean"""
Lafite,044-4.png,1.709977976,1.707376006,1.626229722,"""an orange wearing a cowboy hat"""
Unidiffuser,074-2.png,2.068194562,2.090268584,2.429457705,"""ten red apples"""
Unidiffuser,075-4.png,2.470980953,2.364978639,2.214320803,"""three green peppers"""
Controlnet,053-4.png,3.017167652,3.316541991,3.19482026,"""A spaceship made of cardboard."""
Glide,047-4.png,1.807346939,1.993420708,2.05398677,"""a small kitchen with a white goat in it"""
Controlnet,001-1.png,2.475741374,2.550105702,2.996977992,"""a girl"""
Lafite,047-4.png,2.04656498,2.004723686,2.114086751,"""a small kitchen with a white goat in it"""
Glide,044-2.png,1.956866887,2.354547952,2.050870726,"""an orange wearing a cowboy hat"""
Unidiffuser,027-4.png,2.720376324,2.721780012,2.710491264,"""A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table"""
Unidiffuser,043-2.png,2.439511924,2.348490734,2.515366273,"""a sword slicing through a loaf of bread"""
DALLE,001-2.png,3.187727561,3.014300835,3.082318657,"""a girl"""
Controlnet,094-3.png,2.500499862,2.323364546,2.207922911,"""a banana without its peel"""
Lafite,029-1.png,1.820188712,1.933060345,2.180427816,"""An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"""
Lafite,054-1.png,2.074051153,2.401560513,2.536879885,"""A photo of a lotus flower made of water. """
Lafite,092-4.png,2.042386321,1.923457509,2.070314391,"""a car with no windows"""
Lafite,001-3.png,2.298459419,2.186712997,2.812355268,"""a girl"""
DALLE,021-2.png,3.23778972,2.886426573,3.271733509,"""a grandmother reading a book to her grandson and granddaughter"""
Controlnet,049-4.png,2.8681469,2.263061545,3.008899315,"""an elephant walking on the Great Wall"""
Controlnet,082-3.png,3.238286353,2.843739344,2.799434663,"""an overhead view of a pickup truck with boxes in its flatbed"""
Unidiffuser,068-2.png,3.206403497,2.775443643,2.759615463,"""a store front with 'Grassy Meadow' written on it"""
Controlnet,074-2.png,3.206845431,3.187032539,2.633108009,"""ten red apples"""
DALLE,026-3.png,2.817654589,2.77866426,2.591545251,"""A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."""
Lafite,078-1.png,2.530974084,2.458889319,2.357259484,"""a tennis court with three yellow cones on it"""
stable-diffusion,030-1.png,2.804061768,2.786213977,2.581315246,"""a dolphin in an astronaut suit on saturn"""
stable-diffusion,051-4.png,2.72634375,2.826396546,2.743959899,"""a portrait of a man wearing sunglasses and a business suit, painting in pop art style"""
stable-diffusion,088-1.png,3.021856704,3.011381173,2.973043073,"""an aerial photo of a sandy island in the ocean"""
DALLE,094-2.png,2.950466302,2.901673266,2.399714489,"""a banana without its peel"""
stable-diffusion,003-1.png,3.235026308,3.074845429,3.272910571,"""a bench"""
DALLE,025-4.png,2.963600914,3.038294918,2.594738742,"""a pineapple with one beer to its left and two beers on its right"""
stable-diffusion,081-2.png,1.778512023,1.84984457,1.502269568,"""two people facing each other"""
DALLE,061-4.png,3.305915327,3.294659315,2.842392714,"""the word 'HELLO' on a girl's face"""
Unidiffuser,058-2.png,2.345884853,2.306596484,2.572438669,"""a painting of a white country home with a wrap-around porch"""
Glide,031-3.png,1.806596167,2.55833524,1.901644871,"""a library filled with kids reading books"""
Glide,010-4.png,2.098174797,2.440786393,2.348203346,"""A giraffe walking through a green grass covered field"""
Controlnet,099-1.png,2.766966426,2.686887037,2.483259246,"""An aerial view of Ha Long Bay without any boats"""
stable-diffusion,012-4.png,3.526123978,3.134368238,3.363104304,"""A red bus is driving on the road"""
Lafite,026-2.png,1.908023649,1.924676347,1.772543505,"""A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."""
Glide,064-4.png,2.163403791,2.604352754,2.391259222,"""the word 'APPLE' on an apple"""
stable-diffusion,092-2.png,2.513609932,2.225855093,2.367225959,"""a car with no windows"""
Lafite,003-2.png,2.016284659,1.851334309,2.049083121,"""a bench"""
stable-diffusion,040-4.png,2.688084589,2.680779077,2.79661181,"""A blue colored dog"""
Controlnet,079-4.png,2.5109746,2.014889766,2.38790321,"""Times Square with thousands of dogs running around"""
Lafite,009-4.png,2.143999812,2.259601051,2.399341236,"""a photo of san francisco's golden gate bridge"""
Glide,074-4.png,2.324376026,2.364231066,2.612691363,"""ten red apples"""
Controlnet,051-2.png,2.809584945,2.597573191,2.819730519,"""a portrait of a man wearing sunglasses and a business suit, painting in pop art style"""
Unidiffuser,013-1.png,2.045739667,2.014197298,2.408108618,"""a teddy bear on a skateboard"""
Glide,065-3.png,2.208380723,2.500171176,1.811010569,"""Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."""
stable-diffusion,094-4.png,2.06995359,2.015129757,2.131341002,"""a banana without its peel"""
Glide,037-1.png,2.086672202,2.550253869,2.583465884,"""A bare kitchen has wood cabinets and white appliances"""
Lafite,049-1.png,2.09265618,2.204261175,2.198592414,"""an elephant walking on the Great Wall"""
Unidiffuser,056-2.png,2.818703931,2.506201017,2.348307237,"""an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"""
Unidiffuser,032-3.png,1.901038124,2.307311012,2.250706317,"""a large white yacht in a calm bay on a sunny day"""
Lafite,017-1.png,1.986929137,1.982097007,1.912045304,"""a coffee table with a magazine on it"""
Glide,043-3.png,1.822643925,2.215375785,2.10720624,"""a sword slicing through a loaf of bread"""
Unidiffuser,038-4.png,2.429539836,2.789317051,2.568345484,"""a fall landscape with a small cottage next to a lake"""
Glide,059-1.png,2.050147202,2.181990164,2.393932258,"""Downtown Shanghai at sunrise. detailed ink wash."""
DALLE,014-2.png,2.66454733,2.248125469,2.098164989,"""a pumpkin with a candle in it"""
stable-diffusion,060-3.png,2.161605647,1.902078844,2.037362901,"""a cartoon of a dog saying ""I see what you did there"""""
DALLE,055-1.png,2.62358371,2.69305475,2.793076606,"""a painting of the food of china"""
Lafite,000-2.png,1.664787136,1.635266565,2.063573544,"""a corgi"""
Lafite,072-2.png,1.815397957,1.956088747,1.976011478,"""two motorcycles facing each other"""
DALLE,056-4.png,2.89739066,2.525586258,2.504555479,"""an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"""
Lafite,093-3.png,2.130824199,2.195318846,2.003091021,"""a closet without clothes"""
Unidiffuser,050-4.png,1.840968284,2.171762462,2.16957141,"""A photo of a panda made of water."""
DALLE,055-2.png,2.34767671,2.478251614,2.485110118,"""a painting of the food of china"""
Unidiffuser,004-1.png,3.07203142,3.133816074,2.962393485,"""a flower"""
Lafite,090-2.png,1.899405585,1.891087938,1.99875213,"""A bird gives an apple to a squirrel"""
Controlnet,035-1.png,2.833117803,2.959545797,2.558364568,"""a bloody mary cocktail next to a napkin"""
Unidiffuser,009-4.png,2.661695363,2.689851229,2.7084465,"""a photo of san francisco's golden gate bridge"""
stable-diffusion,090-2.png,3.064810458,2.867170991,2.741290857,"""A bird gives an apple to a squirrel"""
DALLE,060-1.png,2.589822157,2.546734466,2.397867625,"""a cartoon of a dog saying ""I see what you did there"""""
Controlnet,061-3.png,2.583320509,2.762429185,2.455230605,"""the word 'HELLO' on a girl's face"""
stable-diffusion,046-4.png,2.468434924,2.294409961,2.283640881,"""a drawing of a series of musical notes wrapped around the Earth"""
Controlnet,076-1.png,2.954434038,2.558393872,2.184024036,"""three small yellow boxes"""
Lafite,025-2.png,2.270023375,2.206777565,2.240452819,"""a pineapple with one beer to its left and two beers on its right"""
Controlnet,022-2.png,3.0861199,2.613958446,2.525319816,"""a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. """
Glide,073-1.png,2.583649844,2.926860869,2.913394898,"""two red balls on a table"""
Lafite,065-4.png,1.780992315,1.764555598,1.956676231,"""Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."""
Controlnet,080-1.png,2.957351595,2.731046097,2.452457565,"""view of a giraffe and a zebra in the middle of a field"""
Lafite,008-1.png,2.390216337,3.096065008,3.031995975,"""a fall landscape"""
Unidiffuser,084-3.png,1.962724739,1.893829903,1.848049453,"""a cross-section view of a walnut"""
Controlnet,084-4.png,2.73731378,2.609418293,2.698161322,"""a cross-section view of a walnut"""
Glide,013-4.png,2.03447923,2.633912123,2.202105897,"""a teddy bear on a skateboard"""
Lafite,005-4.png,2.210139943,1.733794784,2.241557065,"""a green pepper"""
stable-diffusion,076-3.png,2.863056207,2.763828037,2.893950096,"""three small yellow boxes"""
Unidiffuser,036-1.png,1.974906761,2.115850941,2.646796692,"""a kids' book cover with an illustration of white dog driving a red pickup truck"""
DALLE,033-1.png,2.790179464,2.750551536,3.178037493,"""purple lego dollhouse with a pool and a swing"""
Lafite,011-3.png,2.183776381,2.180337773,2.883026271,"""a woman with long hair"""
Controlnet,037-1.png,2.861471827,3.115387922,2.854864892,"""A bare kitchen has wood cabinets and white appliances"""
Unidiffuser,048-2.png,2.834571671,2.789798013,2.417361694,"""A large city fountain that has milk instead of water. Several cats are leaning into the fountain."""
Glide,045-1.png,1.840644456,2.109030155,2.066041985,"""A bowl of soup that looks like a monster with tofu says deep learning"""
Controlnet,006-1.png,3.0051206,2.718499282,2.893306465,"""a book cover"""
Controlnet,056-3.png,2.629817733,2.546752694,2.356604021,"""an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"""
stable-diffusion,085-3.png,1.910957536,1.831516203,2.0303964,"""a close-up of an old-fashioned cocktail"""
Controlnet,045-2.png,2.811864092,2.712124405,2.414400053,"""A bowl of soup that looks like a monster with tofu says deep learning"""
DALLE,013-4.png,2.717794882,2.64808322,2.929357845,"""a teddy bear on a skateboard"""
stable-diffusion,071-4.png,2.114203217,1.995561309,1.955156913,"""three children on a couch"""
DALLE,095-2.png,2.820641713,2.780091942,2.027162485,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
Glide,059-4.png,1.871920299,1.862295049,2.068711068,"""Downtown Shanghai at sunrise. detailed ink wash."""
Unidiffuser,038-1.png,1.421305872,1.479003599,1.419291394,"""a fall landscape with a small cottage next to a lake"""
DALLE,029-3.png,2.601260882,2.447328832,2.635126069,"""An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"""
Lafite,080-1.png,2.004610512,2.071399739,2.319015968,"""view of a giraffe and a zebra in the middle of a field"""
Unidiffuser,056-3.png,2.81926449,2.727436301,2.326157293,"""an emoji of a baby penguin wearing a blue hat, red gloves, green shirt, and yellow pants"""
Unidiffuser,003-4.png,2.645170203,2.596287231,2.466251779,"""a bench"""
Lafite,050-4.png,1.845380708,1.980647927,1.859511456,"""A photo of a panda made of water."""
Lafite,090-4.png,1.978597346,1.784210201,1.870510409,"""A bird gives an apple to a squirrel"""
stable-diffusion,085-2.png,2.685121661,2.728335804,2.791856535,"""a close-up of an old-fashioned cocktail"""
stable-diffusion,017-3.png,3.020491067,3.036028887,2.73997752,"""a coffee table with a magazine on it"""
Unidiffuser,019-4.png,3.181860636,3.126421206,3.318891897,"""a boat in the canals of venice"""
Glide,026-4.png,1.771066461,2.207791562,2.033462126,"""A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats."""
Lafite,060-1.png,2.029174782,1.887628205,1.67972169,"""a cartoon of a dog saying ""I see what you did there"""""
Unidiffuser,016-2.png,2.795789232,2.967280549,2.951966594,"""A heart made of chocolate"""
DALLE,023-4.png,2.787534635,2.634856946,2.610629007,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
Unidiffuser,065-3.png,1.800304096,1.84151269,2.025584812,"""Two cups of coffee, one with latte art of the words ""LOVE"" written in one. The other has latte art of the words ""PEACE"" written in the other."""
DALLE,020-2.png,2.653412309,2.030719072,2.087747855,"""A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope."""
Glide,080-1.png,1.889347739,1.997944039,2.201168727,"""view of a giraffe and a zebra in the middle of a field"""
stable-diffusion,045-3.png,1.735313176,1.600347688,1.721919369,"""A bowl of soup that looks like a monster with tofu says deep learning"""
Controlnet,055-1.png,2.593481177,2.486124172,2.578887327,"""a painting of the food of china"""
Lafite,061-3.png,1.710924544,1.421427466,1.536834906,"""the word 'HELLO' on a girl's face"""
Controlnet,029-1.png,3.089967638,2.976216413,2.814606636,"""An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"""
Controlnet,095-4.png,2.666157175,2.553167092,2.359720874,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
DALLE,085-4.png,2.761862406,2.753473405,2.656948524,"""a close-up of an old-fashioned cocktail"""
Lafite,084-2.png,2.190499261,2.022224653,2.214311636,"""a cross-section view of a walnut"""
Unidiffuser,022-3.png,2.566907847,2.551903349,2.226368163,"""a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. """
Controlnet,076-3.png,2.725211603,2.668125629,2.043495221,"""three small yellow boxes"""
Lafite,059-4.png,2.22834571,2.165903361,2.485870038,"""Downtown Shanghai at sunrise. detailed ink wash."""
Controlnet,013-1.png,3.406497708,3.042045122,3.149304507,"""a teddy bear on a skateboard"""
Controlnet,069-2.png,2.644189106,2.431566066,2.310509374,"""A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon."""
stable-diffusion,031-2.png,2.656427716,2.542517318,3.076983454,"""a library filled with kids reading books"""
stable-diffusion,024-4.png,3.188438562,2.900278862,2.719813375,"""a tree reflected in the sunroof of a blue car"""
Lafite,091-2.png,2.082948767,2.072602409,2.011946449,"""a classroom without any students"""
Lafite,004-3.png,2.623255905,2.899753072,2.939350842,"""a flower"""
Glide,092-1.png,2.18757203,2.520037697,2.322967614,"""a car with no windows"""
Glide,029-4.png,2.239835316,2.406111436,2.393456848,"""An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu"""
Unidiffuser,059-3.png,2.045967346,2.047335399,2.045428508,"""Downtown Shanghai at sunrise. detailed ink wash."""
Unidiffuser,024-1.png,3.203566737,3.013240482,2.655561765,"""a tree reflected in the sunroof of a blue car"""
DALLE,014-1.png,2.516063932,2.61553015,2.496055592,"""a pumpkin with a candle in it"""
Lafite,087-1.png,2.027604971,2.031089986,2.32237846,"""an aerial view of a dining room"""
Controlnet,020-3.png,2.522086184,2.34443174,2.064855959,"""A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope."""
Unidiffuser,044-1.png,2.267046388,2.108546052,2.265539889,"""an orange wearing a cowboy hat"""
DALLE,051-4.png,2.667434024,2.434723171,2.721175104,"""a portrait of a man wearing sunglasses and a business suit, painting in pop art style"""
Controlnet,044-4.png,2.987957521,2.763678288,2.338706935,"""an orange wearing a cowboy hat"""
Lafite,011-1.png,1.903995842,1.943491707,2.860201541,"""a woman with long hair"""
stable-diffusion,047-2.png,2.821912211,2.609778008,2.782101171,"""a small kitchen with a white goat in it"""
Glide,036-2.png,1.879590405,2.272391979,2.159046054,"""a kids' book cover with an illustration of white dog driving a red pickup truck"""
stable-diffusion,063-1.png,3.131984983,3.172338485,2.682482539,"""A sign that says Deep Learning"""
Glide,063-2.png,2.142197964,2.208689188,1.968435545,"""A sign that says Deep Learning"""
Unidiffuser,001-4.png,2.763833637,2.553160131,2.887785099,"""a girl"""
Controlnet,036-3.png,2.406233254,2.017096547,2.164002263,"""a kids' book cover with an illustration of white dog driving a red pickup truck"""
stable-diffusion,088-3.png,2.163483287,2.209430598,2.40667106,"""an aerial photo of a sandy island in the ocean"""
stable-diffusion,014-1.png,3.097779586,3.284678602,2.216522786,"""a pumpkin with a candle in it"""
Lafite,094-3.png,2.061486839,1.892450364,2.055872228,"""a banana without its peel"""
stable-diffusion,003-2.png,2.67347371,2.828996105,2.840987841,"""a bench"""
Unidiffuser,053-2.png,2.747918923,2.683589395,2.597499621,"""A spaceship made of cardboard."""
Lafite,070-1.png,1.788174203,1.90973897,1.766908227,"""Four cats surrounding a dog"""
Lafite,012-4.png,1.946567022,1.948304558,2.054259798,"""A red bus is driving on the road"""
Unidiffuser,028-2.png,3.008583931,2.982545761,3.078365554,"""Snow mountain and tree reflection in the lake"""
Lafite,023-1.png,1.793589398,2.015957394,2.131329533,"""a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese"""
stable-diffusion,062-2.png,3.262116165,2.936667292,3.170533972,"""a hot air balloon with chameleon logo. the sun is shining and puffy white clouds are in the background."""
Glide,096-1.png,2.04835801,1.945958142,1.567355534,"""We painted the wall with cracks."""
Lafite,098-2.png,2.23466335,2.011206157,2.587948549,"""a street without vehicles"""
Controlnet,030-4.png,2.66585578,2.463539656,2.334249727,"""a dolphin in an astronaut suit on saturn"""
stable-diffusion,024-2.png,2.679573476,2.445962266,2.309560132,"""a tree reflected in the sunroof of a blue car"""
Controlnet,038-4.png,3.022494623,2.765424109,2.883994859,"""a fall landscape with a small cottage next to a lake"""
stable-diffusion,079-1.png,2.650960432,2.476276259,2.495623829,"""Times Square with thousands of dogs running around"""
Controlnet,095-1.png,2.598518232,2.531304097,2.289578256,"""a plate that has no bananas on it. there is a glass without orange juice next to it."""
DALLE,053-3.png,3.307326189,3.346893051,3.366040585,"""A spaceship made of cardboard."""
DALLE,038-2.png,2.82814304,3.046301491,3.137325312,"""a fall landscape with a small cottage next to a lake"""
stable-diffusion,076-4.png,2.749981473,2.562532987,2.320228163,"""three small yellow boxes"""
Controlnet,019-1.png,2.457346289,2.318056546,2.572395783,"""a boat in the canals of venice"""
Controlnet,060-3.png,2.057699596,1.861613699,1.858047935,"""a cartoon of a dog saying ""I see what you did there"""""
Lafite,041-1.png,1.996593489,1.947402278,2.086803708,"""A photo of an astronaut riding a horse in the forest."""
Lafite,049-4.png,1.761608266,1.746713524,2.121415387,"""an elephant walking on the Great Wall"""
Unidiffuser,045-2.png,2.64345103,2.593047368,2.180387988,"""A bowl of soup that looks like a monster with tofu says deep learning"""
Lafite,063-2.png,2.075893944,2.227706578,2.213747033,"""A sign that says Deep Learning"""
Glide,046-1.png,2.021730009,2.302378945,2.260830936,"""a drawing of a series of musical notes wrapped around the Earth"""
stable-diffusion,097-4.png,2.795838509,2.646725595,2.165579953,"""a kitchen without a refrigerator"""
Lafite,043-3.png,1.800972697,1.761319555,1.848844762,"""a sword slicing through a loaf of bread"""
