Image_prompt,Text_prompt,Generated_image,MOS_q,MOS_a,MOS_c,MOS
,ambulance driving down a road with a sign on the side of it,DALLE_1079_00.jpg,3.532,3.3233,4.19,11.0453
,ambulance driving down a road with a sign on the side of it,DALLE_1079_01.jpg,3.4633,3.0183,3.8967,10.3783
,ambulance driving down a road with a sign on the side of it,DALLE_1079_10.jpg,2.94,2.62,3.5364,9.0964
,ambulance driving down a road with a sign on the side of it,DALLE_1079_11.jpg,3.525,2.77,3.7133,10.0083
,there are many apples in a basket on a wooden table,DALLE_1080_00.jpg,3.8029,3.334,4.0509,11.1878
,there are many apples in a basket on a wooden table,DALLE_1080_01.jpg,3.7025,3.9175,4.074,11.694
,there are many apples in a basket on a wooden table,DALLE_1080_10.jpg,3.865,3.755,4.1478,11.7678
,there are many apples in a basket on a wooden table,DALLE_1080_11.jpg,3.955,3.5425,4.0167,11.5142
,a rifle and a backpack on the ground,DALLE_1081_00.jpg,3.9717,3.86,4.0843,11.916
,a rifle and a backpack on the ground,DALLE_1081_01.jpg,3.8478,3.948,4.054,11.8498
,a rifle and a backpack on the ground,DALLE_1081_10.jpg,3.7575,3.8829,4.1057,11.7461
,a rifle and a backpack on the ground,DALLE_1081_11.jpg,3.86,3.71,4.191,11.761
,there is a large axe stuck in a tree stump,DALLE_1082_00.jpg,3.58,3.42,4.0978,11.0978
,there is a large axe stuck in a tree stump,DALLE_1082_01.jpg,3.8225,3.5017,3.99,11.3142
,there is a large axe stuck in a tree stump,DALLE_1082_10.jpg,3.9622,3.9388,4.2,12.101
,there is a large axe stuck in a tree stump,DALLE_1082_11.jpg,3.9955,3.7157,4.1743,11.8855
,there is a basket with a bunch of herbs and flowers on it,DALLE_1083_00.jpg,3.9,3.384,4.1267,11.4107
,there is a basket with a bunch of herbs and flowers on it,DALLE_1083_01.jpg,3.8283,3.4033,4.1712,11.4028
,there is a basket with a bunch of herbs and flowers on it,DALLE_1083_10.jpg,4.1243,3.848,4.23,12.2023
,there is a basket with a bunch of herbs and flowers on it,DALLE_1083_11.jpg,4.1,3.8067,4.1812,12.0879
,a hot air balloon flying over a field,DALLE_1084_00.jpg,2.91,2.115,4.0533,9.0783
,a hot air balloon flying over a field,DALLE_1084_01.jpg,3.015,2.8786,4.2086,10.1022
,a hot air balloon flying over a field,DALLE_1084_10.jpg,2.5967,2.2975,3.794,8.6882
,a hot air balloon flying over a field,DALLE_1084_11.jpg,3.0883,2.49,3.9062,9.4845
,"there are two glasses of different drinks on a bar, colorful coctail, cold drinks",DALLE_1085_00.jpg,3.6625,3.19,3.675,10.5275
,"there are two glasses of different drinks on a bar, colorful coctail, cold drinks",DALLE_1085_01.jpg,3.385,3.2117,3.8557,10.4524
,"there are two glasses of different drinks on a bar, colorful coctail, cold drinks",DALLE_1085_10.jpg,3.8214,3.459,3.912,11.1924
,"there are two glasses of different drinks on a bar, colorful coctail, cold drinks",DALLE_1085_11.jpg,3.5678,2.972,3.874,10.4138
,basket with a blue blanket on top,DALLE_1086_00.jpg,3.912,3.5667,4.01,11.4887
,basket with a blue blanket on top,DALLE_1086_01.jpg,3.77,3.848,4.0971,11.7151
,basket with a blue blanket on top,DALLE_1086_10.jpg,3.8217,3.61,4.022,11.4537
,basket with a blue blanket on top,DALLE_1086_11.jpg,3.485,3.435,3.7056,10.6256
,on a pier at sunset with people walking on the pier,DALLE_1087_00.jpg,2.8357,2.3183,3.4771,8.6311
,on a pier at sunset with people walking on the pier,DALLE_1087_01.jpg,3.3886,3.16,4.0662,10.6148
,on a pier at sunset with people walking on the pier,DALLE_1087_10.jpg,3.495,2.6467,3.794,9.9357
,on a pier at sunset with people walking on the pier,DALLE_1087_11.jpg,3.385,2.555,3.75,9.69
,there is a black lamp on the desk next to a white bed,DALLE_1088_00.jpg,3.6283,3.405,3.8522,10.8855
,there is a black lamp on the desk next to a white bed,DALLE_1088_01.jpg,3.5171,3.4688,3.82,10.8059
,there is a black lamp on the desk next to a white bed,DALLE_1088_10.jpg,3.6914,3.62,4.1486,11.46
,there is a black lamp on the desk next to a white bed,DALLE_1088_11.jpg,3.8238,3.7657,4.1175,11.707
,there is a book with a pair of glasses on top of it,DALLE_1089_00.jpg,3.76,3.822,4.1722,11.7542
,there is a book with a pair of glasses on top of it,DALLE_1089_01.jpg,3.7112,3.225,3.88,10.8162
,there is a book with a pair of glasses on top of it,DALLE_1089_10.jpg,4.08,3.8712,4.024,11.9752
,there is a book with a pair of glasses on top of it,DALLE_1089_11.jpg,3.9678,3.976,4.0573,12.0011
,"there is a wooden swing that is in the grass, swing on a tree, swings, beautiful wooden frame",DALLE_1090_00.jpg,2.75,2.5075,4.01,9.2675
,"there is a wooden swing that is in the grass, swing on a tree, swings, beautiful wooden frame",DALLE_1090_01.jpg,3.2867,3.345,4.0783,10.71
,"there is a wooden swing that is in the grass, swing on a tree, swings, beautiful wooden frame",DALLE_1090_10.jpg,3.402,2.99,4.0643,10.4563
,"there is a wooden swing that is in the grass, swing on a tree, swings, beautiful wooden frame",DALLE_1090_11.jpg,3.3275,2.9633,3.9543,10.2451
,"there are three birdhouses hanging on the wall with a potted plant, better homes and gardens",DALLE_1091_00.jpg,3.7557,3.59,3.8425,11.1882
,"there are three birdhouses hanging on the wall with a potted plant, better homes and gardens",DALLE_1091_01.jpg,3.605,3.2583,3.74,10.6033
,"there are three birdhouses hanging on the wall with a potted plant, better homes and gardens",DALLE_1091_10.jpg,3.68,3.8286,4,11.5086
,"there are three birdhouses hanging on the wall with a potted plant, better homes and gardens",DALLE_1091_11.jpg,3.6771,3.638,3.9729,11.288
,two pairs of brown cowboy boots are lined up against a log wall,DALLE_1092_00.jpg,3.7571,3.41,3.3467,10.5138
,two pairs of brown cowboy boots are lined up against a log wall,DALLE_1092_01.jpg,3.4933,2.92,3.5057,9.919
,two pairs of brown cowboy boots are lined up against a log wall,DALLE_1092_10.jpg,3.6925,3.755,3.2557,10.7032
,two pairs of brown cowboy boots are lined up against a log wall,DALLE_1092_11.jpg,3.68,3.4271,3.3433,10.4504
,a broccoli head in a brown bowl,DALLE_1093_00.jpg,3.7114,3.25,4.0186,10.98
,a broccoli head in a brown bowl,DALLE_1093_01.jpg,3.8817,3.705,4.06,11.6467
,a broccoli head in a brown bowl,DALLE_1093_10.jpg,3.5286,3.6717,4.196,11.3963
,a broccoli head in a brown bowl,DALLE_1093_11.jpg,3.7533,3.8271,4.0944,11.6748
,a bunch of bullet shells on a table,DALLE_1094_00.jpg,3.1875,3.0233,3.7886,9.9994
,a bunch of bullet shells on a table,DALLE_1094_01.jpg,3.115,3.11,3.5717,9.7967
,a bunch of bullet shells on a table,DALLE_1094_10.jpg,3.468,3.3,3.588,10.356
,a bunch of bullet shells on a table,DALLE_1094_11.jpg,3.29,3.306,3.97,10.566
,"a lit candle in the dark with a black background, candle volumetric, candle lighting",DALLE_1095_00.jpg,3.8986,3.7678,4.1929,11.8593
,"a lit candle in the dark with a black background, candle volumetric, candle lighting",DALLE_1095_01.jpg,3.25,3.064,3.7917,10.1057
,"a lit candle in the dark with a black background, candle volumetric, candle lighting",DALLE_1095_10.jpg,3.582,3.9688,4.0844,11.6352
,"a lit candle in the dark with a black background, candle volumetric, candle lighting",DALLE_1095_11.jpg,3.775,3.66,3.9825,11.4175
,two chickens are standing in a field with dirt and grass,DALLE_1096_00.jpg,3.53,3.286,4.0086,10.8246
,two chickens are standing in a field with dirt and grass,DALLE_1096_01.jpg,3.7471,3.5329,4.2022,11.4822
,two chickens are standing in a field with dirt and grass,DALLE_1096_10.jpg,3.5143,3.3367,4.1611,11.0121
,two chickens are standing in a field with dirt and grass,DALLE_1096_11.jpg,3.99,3.8671,3.9186,11.7757
,"a church with a large stained glass window, inspiring gothic architecture",DALLE_1097_00.jpg,3.7967,3.51,3.9925,11.2992
,"a church with a large stained glass window, inspiring gothic architecture",DALLE_1097_01.jpg,3.53,3.53,3.9843,11.0443
,"a church with a large stained glass window, inspiring gothic architecture",DALLE_1097_10.jpg,3.712,3.39,4.0088,11.1108
,"a church with a large stained glass window, inspiring gothic architecture",DALLE_1097_11.jpg,3.9867,3.9543,4.0729,12.0139
,"a theater with a curtain and seats, cinematatic lighting",DALLE_1098_00.jpg,3.456,2.61,3.8157,9.8817
,"a theater with a curtain and seats, cinematatic lighting",DALLE_1098_01.jpg,3.455,2.905,4.02,10.38
,"a theater with a curtain and seats, cinematatic lighting",DALLE_1098_10.jpg,3.288,2.885,4.0114,10.1844
,"a theater with a curtain and seats, cinematatic lighting",DALLE_1098_11.jpg,3.214,2.8167,3.905,9.9357
,there is a clock that is sitting on a table,DALLE_1099_00.jpg,3.0525,2.73,4.0543,9.8368
,there is a clock that is sitting on a table,DALLE_1099_01.jpg,3.52,3.4125,4.1057,11.0382
,there is a clock that is sitting on a table,DALLE_1099_10.jpg,3.75,3.7,4.146,11.596
,there is a clock that is sitting on a table,DALLE_1099_11.jpg,3.564,3.43,4.0244,11.0184
,there is a cup of coffee and a cookie on a table,DALLE_1100_00.jpg,3.8071,3.6133,4.084,11.5044
,there is a cup of coffee and a cookie on a table,DALLE_1100_01.jpg,3.9125,3.6043,4.1175,11.6343
,there is a cup of coffee and a cookie on a table,DALLE_1100_10.jpg,3.88,3.703,4.282,11.865
,there is a cup of coffee and a cookie on a table,DALLE_1100_11.jpg,3.9422,3.6862,4.1286,11.757
,"a jar filled with coins and a string, scattered gold coins, piles of gold coins",DALLE_1101_00.jpg,3.87,3.53,4.1556,11.5556
,"a jar filled with coins and a string, scattered gold coins, piles of gold coins",DALLE_1101_01.jpg,3.8578,3.71,4.1133,11.6811
,"a jar filled with coins and a string, scattered gold coins, piles of gold coins",DALLE_1101_10.jpg,3.869,3.728,3.9957,11.5927
,"a jar filled with coins and a string, scattered gold coins, piles of gold coins",DALLE_1101_11.jpg,3.7433,3.602,4.0137,11.359
,yellow fish in an aquarium with coral and anemons,DALLE_1102_00.jpg,3.4217,2.604,4.1117,10.1374
,yellow fish in an aquarium with coral and anemons,DALLE_1102_01.jpg,3.5512,3.1914,4.092,10.8346
,yellow fish in an aquarium with coral and anemons,DALLE_1102_10.jpg,3.5925,3.026,4.145,10.7635
,yellow fish in an aquarium with coral and anemons,DALLE_1102_11.jpg,3.4083,2.6675,3.8867,9.9625
,"black phalacrocorax carbo, sitting on a post in the water, outstretched wings",DALLE_1103_00.jpg,3.4114,3.014,3.9675,10.3929
,"black phalacrocorax carbo, sitting on a post in the water, outstretched wings",DALLE_1103_01.jpg,3.4871,2.9867,4.1567,10.6305
,"black phalacrocorax carbo, sitting on a post in the water, outstretched wings",DALLE_1103_10.jpg,3.8214,2.7725,4.1767,10.7706
,"black phalacrocorax carbo, sitting on a post in the water, outstretched wings",DALLE_1103_11.jpg,3.7233,3.1425,4.0963,10.9621
,there are many street lights that are lined up along the street,DALLE_1104_00.jpg,2.93,2.858,3.8671,9.6551
,there are many street lights that are lined up along the street,DALLE_1104_01.jpg,2.774,2.6589,3.734,9.1669
,there are many street lights that are lined up along the street,DALLE_1104_10.jpg,3.39,3.108,3.8273,10.3253
,there are many street lights that are lined up along the street,DALLE_1104_11.jpg,3.145,2.9567,3.815,9.9167
,a white chrysanthemum with a yellow center on a stem,DALLE_1105_00.jpg,3.9112,3.698,4.2778,11.887
,a white chrysanthemum with a yellow center on a stem,DALLE_1105_01.jpg,3.83,3.612,4.21,11.652
,a white chrysanthemum with a yellow center on a stem,DALLE_1105_10.jpg,3.498,3.3333,3.9133,10.7446
,a white chrysanthemum with a yellow center on a stem,DALLE_1105_11.jpg,3.775,3.5075,4.1075,11.39
,"there is a large yellow bulldozer that is dumping dirt, mining scrap metal",DALLE_1106_00.jpg,3.7333,3.3088,4.1167,11.1588
,"there is a large yellow bulldozer that is dumping dirt, mining scrap metal",DALLE_1106_01.jpg,3.662,2.975,3.922,10.559
,"there is a large yellow bulldozer that is dumping dirt, mining scrap metal",DALLE_1106_10.jpg,3.626,2.9633,4.024,10.6133
,"there is a large yellow bulldozer that is dumping dirt, mining scrap metal",DALLE_1106_11.jpg,3.7489,3.29,3.9786,11.0175
,there is a glass of a drink with a candy cane on it,DALLE_1107_00.jpg,3.675,3.47,4.222,11.367
,there is a glass of a drink with a candy cane on it,DALLE_1107_01.jpg,3.4383,2.7838,4.214,10.4361
,there is a glass of a drink with a candy cane on it,DALLE_1107_10.jpg,2.7583,2.4767,3.755,8.99
,there is a glass of a drink with a candy cane on it,DALLE_1107_11.jpg,3.8717,3.624,4.27,11.7657
,a pile of red peppers with a green leaf,DALLE_1108_00.jpg,3.5067,2.96,4.0638,10.5305
,a pile of red peppers with a green leaf,DALLE_1108_01.jpg,3.398,3.0533,4.0645,10.5158
,a pile of red peppers with a green leaf,DALLE_1108_10.jpg,3.6617,2.6975,4.034,10.3932
,a pile of red peppers with a green leaf,DALLE_1108_11.jpg,3.518,3.0712,4.02,10.6092
,there are many peach blossoms on a branch with a bee,DALLE_1109_00.jpg,3.52,3.685,3.791,10.996
,there are many peach blossoms on a branch with a bee,DALLE_1109_01.jpg,4.0525,3.9612,3.9622,11.9759
,there are many peach blossoms on a branch with a bee,DALLE_1109_10.jpg,3.9467,3.618,4.23,11.7947
,there are many peach blossoms on a branch with a bee,DALLE_1109_11.jpg,3.94,3.705,4.2233,11.8683
,there are many oranges and a slice of orange on a table,DALLE_1110_00.jpg,3.6483,3.462,3.8857,10.996
,there are many oranges and a slice of orange on a table,DALLE_1110_01.jpg,3.9714,3.2417,3.9112,11.1243
,there are many oranges and a slice of orange on a table,DALLE_1110_10.jpg,3.7522,3.462,3.9867,11.2009
,there are many oranges and a slice of orange on a table,DALLE_1110_11.jpg,3.7975,3.78,3.8167,11.3942
,a bunch of cherries with water droplets,DALLE_1111_00.jpg,3.6925,3.275,4.1378,11.1053
,a bunch of cherries with water droplets,DALLE_1111_01.jpg,3.552,3.0986,3.9943,10.6449
,a bunch of cherries with water droplets,DALLE_1111_10.jpg,3.974,3.3333,4.0386,11.3459
,a bunch of cherries with water droplets,DALLE_1111_11.jpg,3.8225,3.472,4.1778,11.4723
,a golf ball and a golf club on a green field,DALLE_1112_00.jpg,3.5433,3.258,3.8067,10.608
,a golf ball and a golf club on a green field,DALLE_1112_01.jpg,3.48,3.35,3.9288,10.7588
,a golf ball and a golf club on a green field,DALLE_1112_10.jpg,3.9071,3.64,4.0433,11.5904
,a golf ball and a golf club on a green field,DALLE_1112_11.jpg,3.6417,3.435,3.8162,10.8929
,airship flying in the sky with a goodyear message on it,DALLE_1113_00.jpg,3.428,2.445,4.2233,10.0963
,airship flying in the sky with a goodyear message on it,DALLE_1113_01.jpg,3.7589,2.8275,4.11,10.6964
,airship flying in the sky with a goodyear message on it,DALLE_1113_10.jpg,3.8829,3.2029,4.4,11.4858
,airship flying in the sky with a goodyear message on it,DALLE_1113_11.jpg,3.656,2.928,4.235,10.819
,a bunch of grapes hanging from a vine,DALLE_1114_00.jpg,3.305,2.69,4.1278,10.1228
,a bunch of grapes hanging from a vine,DALLE_1114_01.jpg,3.495,3.0512,4.0936,10.6398
,a bunch of grapes hanging from a vine,DALLE_1114_10.jpg,3.5017,3.0633,3.95,10.515
,a bunch of grapes hanging from a vine,DALLE_1114_11.jpg,3.578,2.9517,3.9309,10.4606
,a green leaf with water droplets on it,DALLE_1115_00.jpg,3.632,3.4067,4.0212,11.0599
,a green leaf with water droplets on it,DALLE_1115_01.jpg,3.7043,3.3067,3.98,10.991
,a green leaf with water droplets on it,DALLE_1115_10.jpg,3.4243,2.93,3.99,10.3443
,a green leaf with water droplets on it,DALLE_1115_11.jpg,3.2633,3.085,3.9071,10.2554
,there is a small greenhouse with a lot of plants in it,DALLE_1116_00.jpg,3.5555,2.8917,4.0114,10.4586
,there is a small greenhouse with a lot of plants in it,DALLE_1116_01.jpg,3.7,3.412,4.1122,11.2242
,there is a small greenhouse with a lot of plants in it,DALLE_1116_10.jpg,3.82,3.0767,4.0725,10.9692
,there is a small greenhouse with a lot of plants in it,DALLE_1116_11.jpg,3.85,3.442,4.0162,11.3082
,there is a acoustic guitar that is laying on a table,DALLE_1117_00.jpg,3.86,3.7917,3.9563,11.608
,there is a acoustic guitar that is laying on a table,DALLE_1117_01.jpg,3.8075,3.368,4.0414,11.2169
,there is a acoustic guitar that is laying on a table,DALLE_1117_10.jpg,3.8688,3.7133,4.056,11.6381
,there is a acoustic guitar that is laying on a table,DALLE_1117_11.jpg,3.994,3.385,4.1712,11.5502
,there are many dumbbells in a row in a gym,DALLE_1118_00.jpg,3.69,3.538,4.0744,11.3024
,there are many dumbbells in a row in a gym,DALLE_1118_01.jpg,3.8529,3.5812,3.9983,11.4324
,there are many dumbbells in a row in a gym,DALLE_1118_10.jpg,3.9933,3.4812,4.045,11.5195
,there are many dumbbells in a row in a gym,DALLE_1118_11.jpg,3.6633,3.3033,4.0063,10.9729
,there is a red lighthouse tower on the pier with people walking around,DALLE_1119_00.jpg,3.4462,3.19,4.0044,10.6406
,there is a red lighthouse tower on the pier with people walking around,DALLE_1119_01.jpg,3.63,3.365,4.0912,11.0862
,there is a red lighthouse tower on the pier with people walking around,DALLE_1119_10.jpg,3.546,2.9457,4.122,10.6137
,there is a red lighthouse tower on the pier with people walking around,DALLE_1119_11.jpg,3.506,3.3717,3.847,10.7247
,a white house with a thatched roof and a black chimney,DALLE_1120_00.jpg,3.385,3.062,3.8712,10.3182
,a white house with a thatched roof and a black chimney,DALLE_1120_01.jpg,3.3233,3.122,3.9457,10.391
,a white house with a thatched roof and a black chimney,DALLE_1120_10.jpg,3.4733,2.324,3.8975,9.6948
,a white house with a thatched roof and a black chimney,DALLE_1120_11.jpg,3.5533,2.9533,3.868,10.3746
,there are many durians that are on display together,DALLE_1121_00.jpg,3.512,3.2325,4.0875,10.832
,there are many durians that are on display together,DALLE_1121_01.jpg,3.4114,2.6225,3.995,10.0289
,there are many durians that are on display together,DALLE_1121_10.jpg,3.47,3.2217,3.844,10.5357
,there are many durians that are on display together,DALLE_1121_11.jpg,3.355,2.9675,3.956,10.2785
,"four racing drivers racing go karts on a track with grass in the background, in a race competition",DALLE_1122_00.jpg,3.5133,2.94,3.5125,9.9658
,"four racing drivers racing go karts on a track with grass in the background, in a race competition",DALLE_1122_01.jpg,3.3367,2.6675,3.6471,9.6513
,"four racing drivers racing go karts on a track with grass in the background, in a race competition",DALLE_1122_10.jpg,3.42,2.83,3.7238,9.9738
,"four racing drivers racing go karts on a track with grass in the background, in a race competition",DALLE_1122_11.jpg,3.325,2.6262,4.1314,10.0826
,there is a knife and a slice of lemon on a cutting board,DALLE_1123_00.jpg,3.7156,3.1986,3.972,10.8862
,there is a knife and a slice of lemon on a cutting board,DALLE_1123_01.jpg,3.2257,3.03,4.0471,10.3028
,there is a knife and a slice of lemon on a cutting board,DALLE_1123_10.jpg,3.4133,3.034,3.815,10.2623
,there is a knife and a slice of lemon on a cutting board,DALLE_1123_11.jpg,3.3225,3.2467,3.9729,10.5421
,"a siam fish with a black background, betta fish, long flowing fins, red scales on his back",DALLE_1124_00.jpg,3.87,3.32,4.235,11.425
,"a siam fish with a black background, betta fish, long flowing fins, red scales on his back",DALLE_1124_01.jpg,3.7725,3.218,4.148,11.1385
,"a siam fish with a black background, betta fish, long flowing fins, red scales on his back",DALLE_1124_10.jpg,3.485,3.522,4.2138,11.2208
,"a siam fish with a black background, betta fish, long flowing fins, red scales on his back",DALLE_1124_11.jpg,3.588,3.3825,4.0767,11.0472
,there are many envelopes in a bowl on a table,DALLE_1125_00.jpg,3.7567,3.38,3.9633,11.1
,there are many envelopes in a bowl on a table,DALLE_1125_01.jpg,3.5357,3.3114,3.9422,10.7893
,there are many envelopes in a bowl on a table,DALLE_1125_10.jpg,3.82,3.2583,4.1712,11.2495
,there are many envelopes in a bowl on a table,DALLE_1125_11.jpg,3.8117,3.3467,4.2333,11.3917
,a volleyball on a court with a wall in the background,DALLE_1126_00.jpg,3.8038,3.368,3.9658,11.1376
,a volleyball on a court with a wall in the background,DALLE_1126_01.jpg,3.6763,3.4925,3.862,11.0308
,a volleyball on a court with a wall in the background,DALLE_1126_10.jpg,3.8725,3.178,4.1438,11.1943
,a volleyball on a court with a wall in the background,DALLE_1126_11.jpg,3.774,3.072,4.046,10.892
,"a waterfall with moss growing on the rocks, peaceful beautiful waterfall",DALLE_1127_00.jpg,3.5225,2.8675,4.0178,10.4078
,"a waterfall with moss growing on the rocks, peaceful beautiful waterfall",DALLE_1127_01.jpg,3.3571,3.2029,4.0367,10.5967
,"a waterfall with moss growing on the rocks, peaceful beautiful waterfall",DALLE_1127_10.jpg,3.198,2.93,3.9688,10.0968
,"a waterfall with moss growing on the rocks, peaceful beautiful waterfall",DALLE_1127_11.jpg,3.0057,2.6167,3.872,9.4944
,"there is a red couch and a table with a lamp on it, thomas kinkade. cute cozy room, warm colored furniture, popular interior design style",DALLE_1128_00.jpg,3.6875,3.28,3.9229,10.8904
,"there is a red couch and a table with a lamp on it, thomas kinkade. cute cozy room, warm colored furniture, popular interior design style",DALLE_1128_01.jpg,3.656,3.2557,3.8933,10.805
,"there is a red couch and a table with a lamp on it, thomas kinkade. cute cozy room, warm colored furniture, popular interior design style",DALLE_1128_10.jpg,3.65,3.17,3.8983,10.7183
,"there is a red couch and a table with a lamp on it, thomas kinkade. cute cozy room, warm colored furniture, popular interior design style",DALLE_1128_11.jpg,3.495,3.1033,3.9314,10.5297
,several trains are parked on the tracks in a train yard,DALLE_1129_00.jpg,3.393,3.1625,3.8633,10.4188
,several trains are parked on the tracks in a train yard,DALLE_1129_01.jpg,3.629,3.505,4.0788,11.2128
,several trains are parked on the tracks in a train yard,DALLE_1129_10.jpg,3.7243,3.455,4.09,11.2693
,several trains are parked on the tracks in a train yard,DALLE_1129_11.jpg,3.42,3.105,4.0108,10.5358
,bridge over a body of water with a boat in the water,DALLE_1130_00.jpg,3.4157,2.98,4.2356,10.6313
,bridge over a body of water with a boat in the water,DALLE_1130_01.jpg,3.43,2.868,3.945,10.243
,bridge over a body of water with a boat in the water,DALLE_1130_10.jpg,3.735,3.42,4.1367,11.2917
,bridge over a body of water with a boat in the water,DALLE_1130_11.jpg,3.754,3.346,4.0467,11.1467
,there are many corns in a basket on the table,DALLE_1131_00.jpg,3.9144,3.9086,4.0975,11.9205
,there are many corns in a basket on the table,DALLE_1131_01.jpg,3.8988,3.982,4.0691,11.9499
,there are many corns in a basket on the table,DALLE_1131_10.jpg,3.9717,3.735,4.11,11.8167
,there are many corns in a basket on the table,DALLE_1131_11.jpg,3.95,3.9383,4.1367,12.025
,there is a microphone with headphones on it and a microphone stand,DALLE_1132_00.jpg,3.88,3.4762,4.24,11.5962
,there is a microphone with headphones on it and a microphone stand,DALLE_1132_01.jpg,3.8643,3.4729,4.1036,11.4408
,there is a microphone with headphones on it and a microphone stand,DALLE_1132_10.jpg,3.947,4.02,4.2311,12.1981
,there is a microphone with headphones on it and a microphone stand,DALLE_1132_11.jpg,3.815,4.0343,4.12,11.9693
,mortar and pestle with leaves on a white table,DALLE_1133_00.jpg,3.724,3.5778,4.035,11.3368
,mortar and pestle with leaves on a white table,DALLE_1133_01.jpg,4.1325,3.925,4.175,12.2325
,mortar and pestle with leaves on a white table,DALLE_1133_10.jpg,3.782,3.6478,4.1638,11.5936
,mortar and pestle with leaves on a white table,DALLE_1133_11.jpg,3.7614,3.2243,4.0878,11.0735
,mountain with a snow covered peak in the distance,DALLE_1134_00.jpg,3.94,3.4583,3.8889,11.2872
,mountain with a snow covered peak in the distance,DALLE_1134_01.jpg,3.5517,3.37,3.718,10.6397
,mountain with a snow covered peak in the distance,DALLE_1134_10.jpg,3.5529,3.2156,3.79,10.5585
,mountain with a snow covered peak in the distance,DALLE_1134_11.jpg,3.58,3.2025,4.1388,10.9213
,a red mushroom on a mossy ground in the woods,DALLE_1135_00.jpg,3.4,2.894,3.9922,10.2862
,a red mushroom on a mossy ground in the woods,DALLE_1135_01.jpg,3.3314,2.896,3.9786,10.206
,a red mushroom on a mossy ground in the woods,DALLE_1135_10.jpg,3.48,3.4471,4.081,11.0081
,a red mushroom on a mossy ground in the woods,DALLE_1135_11.jpg,3.604,3.4025,3.9933,10.9998
,a man sitting on a stool playing an accordion,DALLE_1136_00.jpg,3.785,3.365,4.156,11.306
,a man sitting on a stool playing an accordion,DALLE_1136_01.jpg,3.9717,3.75,4.174,11.8957
,a man sitting on a stool playing an accordion,DALLE_1136_10.jpg,4.0144,3.8,4.0373,11.8517
,a man sitting on a stool playing an accordion,DALLE_1136_11.jpg,3.8188,3.4183,4.1227,11.3598
,"a building with a large painting on the side, buddhist architecture, vietnamese temple scene, thai temple",DALLE_1137_00.jpg,3.54,3.1687,3.9475,10.6562
,"a building with a large painting on the side, buddhist architecture, vietnamese temple scene, thai temple",DALLE_1137_01.jpg,3.464,2.736,4.216,10.416
,"a building with a large painting on the side, buddhist architecture, vietnamese temple scene, thai temple",DALLE_1137_10.jpg,3.6475,3.2867,3.9243,10.8585
,"a building with a large painting on the side, buddhist architecture, vietnamese temple scene, thai temple",DALLE_1137_11.jpg,3.382,2.68,4.0589,10.1209
,panda bear sitting on a log in a forest with trees,DALLE_1138_00.jpg,3.1211,2.338,3.82,9.2791
,panda bear sitting on a log in a forest with trees,DALLE_1138_01.jpg,3.4486,2.745,3.9329,10.1265
,panda bear sitting on a log in a forest with trees,DALLE_1138_10.jpg,3.274,3.162,3.9643,10.4003
,panda bear sitting on a log in a forest with trees,DALLE_1138_11.jpg,3.14,2.8033,4.0917,10.035
,a telescope on a pole with a building in the background,DALLE_1139_00.jpg,3.4086,2.5,4.1157,10.0243
,a telescope on a pole with a building in the background,DALLE_1139_01.jpg,3.3275,3.148,3.9571,10.4326
,a telescope on a pole with a building in the background,DALLE_1139_10.jpg,3.3367,2.738,3.625,9.6997
,a telescope on a pole with a building in the background,DALLE_1139_11.jpg,3.4588,3.0133,3.92,10.3921
,there are some oak acorns hanging from a tree branch with leaves,DALLE_1140_00.jpg,3.4175,3.1871,3.868,10.4726
,there are some oak acorns hanging from a tree branch with leaves,DALLE_1140_01.jpg,3.3083,2.72,3.9643,9.9926
,there are some oak acorns hanging from a tree branch with leaves,DALLE_1140_10.jpg,3.3833,3.28,3.98,10.6433
,there are some oak acorns hanging from a tree branch with leaves,DALLE_1140_11.jpg,3.342,3.2483,3.95,10.5403
,a stack of macarons on a table,DALLE_1141_00.jpg,3.7586,3.3183,3.9989,11.0758
,a stack of macarons on a table,DALLE_1141_01.jpg,3.89,3.4175,4.084,11.3915
,a stack of macarons on a table,DALLE_1141_10.jpg,3.825,3.865,4.0929,11.7829
,a stack of macarons on a table,DALLE_1141_11.jpg,3.9175,3.9356,4.0256,11.8787
,truck driving down a dirt road,DALLE_1142_00.jpg,3.6743,3.5071,3.9611,11.1425
,truck driving down a dirt road,DALLE_1142_01.jpg,3.485,3.118,4.0922,10.6952
,truck driving down a dirt road,DALLE_1142_10.jpg,3.4917,3.2733,4.0567,10.8217
,truck driving down a dirt road,DALLE_1142_11.jpg,3.6657,3.0783,3.9833,10.7273
,there is a ping-pong paddle and a ping-pong ball on the table,DALLE_1143_00.jpg,2.1333,1.5957,2.9867,6.7157
,there is a ping-pong paddle and a ping-pong ball on the table,DALLE_1143_01.jpg,3.5671,3.09,4.1414,10.7985
,there is a ping-pong paddle and a ping-pong ball on the table,DALLE_1143_10.jpg,3.4886,3.2771,4.101,10.8667
,there is a ping-pong paddle and a ping-pong ball on the table,DALLE_1143_11.jpg,3.1,3.015,3.885,10
,a bunch of needles on a table,DALLE_1144_00.jpg,3.33,3.3,4.075,10.705
,a bunch of needles on a table,DALLE_1144_01.jpg,3.486,3.605,3.9629,11.0539
,a bunch of needles on a table,DALLE_1144_10.jpg,3.494,3.3075,3.9371,10.7386
